"2013-01-01",1,0
"2013-01-02",-2,0
"2013-01-03",-2,0
"2013-01-04",1,0
"2013-01-05",3,0
"2013-01-06",4,0
"2013-01-07",5,0
"2013-01-08",6,0
"2013-01-09",7,0
"2013-01-10",7,0
"2013-01-11",6,13.97
"2013-01-12",7,0.51
"2013-01-13",8,0
"2013-01-14",8,2.29
"2013-01-15",3,3.05
"2013-01-16",2,17.53
"2013-01-17",4,0
"2013-01-18",-1,0
"2013-01-19",5,0
"2013-01-20",6,0
"2013-01-21",-2,0
"2013-01-22",-7,0
"2013-01-23",-9,0
"2013-01-24",-8,0
"2013-01-25",-7,1.78
"2013-01-26",-6,0
"2013-01-27",-3,0
"2013-01-28",1,5.59
"2013-01-29",6,1.52
"2013-01-30",9,1.02
"2013-01-31",8,22.86
"2013-02-01",-2,0
"2013-02-02",-4,0.51
"2013-02-03",-3,0.51
"2013-02-04",-3,0
"2013-02-05",-1,0.51
"2013-02-06",1,0
"2013-02-07",-2,0
"2013-02-08",-1,29.21
"2013-02-09",-3,9.65
"2013-02-10",-3,0
"2013-02-11",4,12.45
"2013-02-12",4,0
"2013-02-13",4,0.76
"2013-02-14",4,0
"2013-02-15",8,0
"2013-02-16",2,0.51
"2013-02-17",-4,0
"2013-02-18",-3,0
"2013-02-19",5,3.81
"2013-02-20",0,0
"2013-02-21",-2,0
"2013-02-22",0,0
"2013-02-23",4,6.6
"2013-02-24",5,0.25
"2013-02-25",4,0
"2013-02-26",4,3.56
"2013-02-27",6,39.62
"2013-02-28",7,0
"2013-03-01",5,0
"2013-03-02",2,0
"2013-03-03",2,0
"2013-03-04",2,0
"2013-03-05",4,0
"2013-03-06",4,0
"2013-03-07",2,4.83
"2013-03-08",3,14.22
"2013-03-09",7,0
"2013-03-10",6,0
"2013-03-11",8,0
"2013-03-12",10,20.07
"2013-03-13",7,0
"2013-03-14",2,0
"2013-03-15",4,0
"2013-03-16",3,3.05
"2013-03-17",1,0
"2013-03-18",0,15.24
"2013-03-19",3,9.14
"2013-03-20",4,0
"2013-03-21",2,0
"2013-03-22",2,0
"2013-03-23",4,0
"2013-03-24",4,0
"2013-03-25",3,4.32
"2013-03-26",7,0
"2013-03-27",7,0
"2013-03-28",7,0
"2013-03-29",9,0
"2013-03-30",10,0
"2013-03-31",9,2.03
"2013-04-01",10,0
"2013-04-02",3,0
"2013-04-03",4,0
"2013-04-04",6,0
"2013-04-05",12,0
"2013-04-06",7,0
"2013-04-07",9,0
"2013-04-08",17,0
"2013-04-09",19,0
"2013-04-10",18,12.45
"2013-04-11",12,0
"2013-04-12",7,16
"2013-04-13",10,0.25
"2013-04-14",11,0
"2013-04-15",11,0
"2013-04-16",13,0
"2013-04-17",17,0.51
"2013-04-18",13,0.25
"2013-04-19",17,1.27
"2013-04-20",11,1.52
"2013-04-21",8,0
"2013-04-22",9,0
"2013-04-23",8,0
"2013-04-24",14,0
"2013-04-25",13,0
"2013-04-26",15,0
"2013-04-27",16,0
"2013-04-28",16,0
"2013-04-29",13,1.02
"2013-04-30",16,0
"2013-05-01",14,0
"2013-05-02",16,0
"2013-05-03",14,0
"2013-05-04",15,0
"2013-05-05",13,0
"2013-05-06",14,0
"2013-05-07",17,0
"2013-05-08",15,76.71
"2013-05-09",16,12.7
"2013-05-10",21,0.25
"2013-05-11",19,27.69
"2013-05-12",16,0
"2013-05-13",11,0
"2013-05-14",11,0
"2013-05-15",17,0
"2013-05-16",22,0
"2013-05-17",18,0
"2013-05-18",16,0.25
"2013-05-19",14,15.24
"2013-05-20",21,0
"2013-05-21",25,0
"2013-05-22",21,0
"2013-05-23",22,45.97
"2013-05-24",13,7.62
"2013-05-25",10,3.56
"2013-05-26",14,0
"2013-05-27",17,0
"2013-05-28",17,13.21
"2013-05-29",21,0
"2013-05-30",27,0
"2013-05-31",28,0
"2013-06-01",28,0
"2013-06-02",26,21.59
"2013-06-03",22,22.1
"2013-06-04",19,0
"2013-06-05",19,0
"2013-06-06",18,3.3
"2013-06-07",16,105.66
"2013-06-08",19,12.19
"2013-06-09",22,0
"2013-06-10",19,35.05
"2013-06-11",22,2.29
"2013-06-12",22,0
"2013-06-13",17,32
"2013-06-14",17,9.65
"2013-06-15",22,0
"2013-06-16",23,0
"2013-06-17",25,0.25
"2013-06-18",23,4.83
"2013-06-19",20,0.25
"2013-06-20",22,0
"2013-06-21",23,0
"2013-06-22",24,0
"2013-06-23",26,0
"2013-06-24",28,0
"2013-06-25",28,0
"2013-06-26",27,1.27
"2013-06-27",27,6.1
"2013-06-28",26,0
"2013-06-29",25,0
"2013-06-30",27,0
"2013-07-01",24,21.34
"2013-07-02",25,2.03
"2013-07-03",26,13.46
"2013-07-04",27,0
"2013-07-05",28,0
"2013-07-06",29,0
"2013-07-07",29,0
"2013-07-08",27,5.59
"2013-07-09",27,5.84
"2013-07-10",27,0
"2013-07-11",27,0
"2013-07-12",23,6.35
"2013-07-13",23,1.52
"2013-07-14",28,0
"2013-07-15",30,0
"2013-07-16",30,0
"2013-07-17",31,0
"2013-07-18",32,0
"2013-07-19",32,0
"2013-07-20",31,0
"2013-07-21",28,0
"2013-07-22",27,1.52
"2013-07-23",27,7.87
"2013-07-24",24,0
"2013-07-25",19,0.25
"2013-07-26",23,0
"2013-07-27",24,0
"2013-07-28",23,6.1
"2013-07-29",25,0.25
"2013-07-30",24,0
"2013-07-31",24,0
"2013-08-01",22,16.51
"2013-08-02",24,0
"2013-08-03",23,1.52
"2013-08-04",23,0
"2013-08-05",21,0
"2013-08-06",23,0
"2013-08-07",24,0
"2013-08-08",24,11.68
"2013-08-09",27,1.27
"2013-08-10",25,0
"2013-08-11",23,0
"2013-08-12",24,1.27
"2013-08-13",23,21.59
"2013-08-14",20,0
"2013-08-15",21,0
"2013-08-16",23,0
"2013-08-17",23,0
"2013-08-18",22,0
"2013-08-19",23,0
"2013-08-20",26,0
"2013-08-21",27,0
"2013-08-22",24,6.35
"2013-08-23",25,0
"2013-08-24",23,0
"2013-08-25",23,0
"2013-08-26",24,1.02
"2013-08-27",26,0.25
"2013-08-28",26,10.92
"2013-08-29",24,0
"2013-08-30",26,0
"2013-08-31",27,0
"2013-09-01",27,0
"2013-09-02",26,1.27
"2013-09-03",24,0.76
"2013-09-04",23,0
"2013-09-05",22,0
"2013-09-06",18,0
"2013-09-07",21,0
"2013-09-08",23,0
"2013-09-09",18,0
"2013-09-10",26,0.25
"2013-09-11",31,0
"2013-09-12",26,40.64
"2013-09-13",20,1.52
"2013-09-14",16,0
"2013-09-15",17,0
"2013-09-16",18,0.76
"2013-09-17",14,0
"2013-09-18",17,0
"2013-09-19",19,0
"2013-09-20",21,0
"2013-09-21",21,18.29
"2013-09-22",17,11.43
"2013-09-23",14,0
"2013-09-24",16,0
"2013-09-25",17,0
"2013-09-26",18,0
"2013-09-27",17,0
"2013-09-28",18,0
"2013-09-29",18,0
"2013-09-30",19,0
"2013-10-01",22,0
"2013-10-02",23,0
"2013-10-03",22,0
"2013-10-04",24,0
"2013-10-05",21,0
"2013-10-06",20,0
"2013-10-07",20,6.35
"2013-10-08",16,0
"2013-10-09",14,0
"2013-10-10",16,0
"2013-10-11",18,0.51
"2013-10-12",19,0
"2013-10-13",16,0
"2013-10-14",15,0
"2013-10-15",17,0
"2013-10-16",17,0
"2013-10-17",19,0.51
"2013-10-18",17,0
"2013-10-19",14,0.25
"2013-10-20",14,0
"2013-10-21",14,0
"2013-10-22",15,0
"2013-10-23",10,0
"2013-10-24",9,0
"2013-10-25",8,0
"2013-10-26",9,0
"2013-10-27",11,0
"2013-10-28",11,0
"2013-10-29",10,0
"2013-10-30",12,0
"2013-10-31",16,1.52
"2013-11-01",18,3.3
"2013-11-02",17,0
"2013-11-03",8,0
"2013-11-04",5,0
"2013-11-05",9,0
"2013-11-06",13,0
"2013-11-07",12,3.3
"2013-11-08",7,0
"2013-11-09",7,0
"2013-11-10",12,0
"2013-11-11",9,0
"2013-11-12",6,0.76
"2013-11-13",1,0
"2013-11-14",6,0
"2013-11-15",11,0
"2013-11-16",12,1.27
"2013-11-17",13,0.76
"2013-11-18",14,5.59
"2013-11-19",7,0
"2013-11-20",3,0
"2013-11-21",7,0
"2013-11-22",12,1.78
"2013-11-23",6,0
"2013-11-24",-3,0
"2013-11-25",-2,0
"2013-11-26",4,12.95
"2013-11-27",9,50.29
"2013-11-28",1,0
"2013-11-29",1,0
"2013-11-30",0,0
"2013-12-01",6,0
"2013-12-02",7,0
"2013-12-03",8,0
"2013-12-04",8,0
"2013-12-05",12,0.25
"2013-12-06",10,18.54
"2013-12-07",3,3.56
"2013-12-08",-1,2.03
"2013-12-09",2,7.62
"2013-12-10",1,5.84
"2013-12-11",-1,0
"2013-12-12",-3,0
"2013-12-13",-2,0
"2013-12-14",-2,18.54
"2013-12-15",2,18.29
"2013-12-16",-2,0
"2013-12-17",-2,4.83
"2013-12-18",-1,0
"2013-12-19",4,0
"2013-12-20",8,0
"2013-12-21",14,0.25
"2013-12-22",19,0
